delegate,voting_power
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,2947253.100137126
0xb1ea5a3e5ea7fa1834d48058ecda26d8c59e8251,2687030.9233631664
0x429f9ada43e9f345cbb85ec88681bb70df808892,2179633.479366472
0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,1686718.201456508
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,1093682.0501254927
0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,1047170.6931907464
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,995772.2229628566
0xa6e8772af29b29b9202a073f8e36f447689beef6,960335.5805655122
0x1b686ee8e31c5959d9f5bbd8122a58682788eead,887774.245906432
0x45a10f35befa4ab841c77860204b133118b7ccae,825771.2653833325
0x8f73be66ca8c79382f72139be03746343bf5faa0,785934.9419185997
0x6cea573473348367a5f66e0f261bfa25799e6a60,675237.02171018
0x9e5b45e4872de2ee4b6ffbd06b3735501826b032,531041.8357281861
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,523608.3987324814
0x13838884271ec954cb036d0b29d404afab5eae2a,501033.0855608099
0xdb5781a835b60110298ff7205d8ef9678ff1f800,498943.95769559394
0x9cbe5b896d0c24acf41860b9e3df6750c2040a40,493873.9120861628
0x8f07bc36ff569312fdc41f3867d80bbd2fe94b76,491461.180014732
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,442318.5558173797
0x7ae109a63ff4dc852e063a673b40bed85d22e585,438892.8376701989
0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,347264.7446929866
0xd23199f1222c418ffc74c385171330b21b16e452,341446.5920030429
0x01e6b50557ef1a2ca58a621998ace3f278e808b8,336346.25737899216
0x62a43123fe71f9764f26554b3f5017627996816a,287466.8434997281
0x94db037207f6fb697dbd33524aadffd108819dc8,275838.8395929551
0x9e26e1b35164afb1332592af393edf5f2a2c7f51,266319.0032321399
0xb7abf554aefd4686639afcf2a653adfda3d9b038,263222.7072035981
0xdab0d648a2a771e6952916a822dddf738b535f5a,257435.50530553845
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,248683.56132312227
0x7899d9b1181cbb427b0b1be0684c096c260f7474,220552.34235693648
0xed11e5ea95a5a3440fbaadc4cc404c56d0a5bb04,204597.6271964649
0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a,190928.47709847227
0xeef440ea127a0aabf70601c6c68c425c29d02018,180148.95426336685
0x062a07cbf4848fda67292a96a5e02c97e402233f,175750.85148957305
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,170928.3756948541
0x70d95a4e6f514149af97de9a107d12bf1cf57169,166948.57073632517
0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c,154379.9277889434
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,143366.16270555108
0xfc61965861b679c5aa728d41fa6ea0b29544f554,142102.44016913322
0x1372eda77df5a048db8af4db3d8680ff56388824,142028.6938909816
0x0f9457824adb0649f57b91f21fcaf598b7ed9230,136646.08308684453
0x523d007855b3543797e0d3d462cb44b601274819,126764.74722717624
0x0331969e189d63fbc31d771bb04ab44227d748d8,126625.68763558488
0xb55a948763e0d386b6defcd8070a522216ae42b1,95277.79454282462
0x1d1a13b16667c284b87de62caeeff0ce89e342b2,92101.04532883388
0xf417ace7b13c0ef4fcb5548390a450a4b75d3eb3,88084.49002865374
0x4ac799e9b0e252bc45d499857c84809a5a444ae0,85685.34095700011
0x265c328bf0cad7f6fcddd375a4c02754963e3a2e,76726.35191673474
0x6fc69da059944b4895d65f385b9a26b1285cab88,67175.87721989134
0xf3f527b70af6012f328d3ede7fcd3f5f3ca6cba2,61728.77323346375
0x6eda5acaff7f5964e1ecc3fd61c62570c186ca0c,58036.97805672143
0xdf629daa1e3a099d4c87d7ba855e9561d2300032,56172.54279065907
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,54344.09790128287
0xfd4f24676ed4588928213f37b126b53c07186f45,49488.25696304386
0xc540eb6c7b3e44ef8a45db3ad8618404baed88f6,45436.17605747954
0xd0214b7e8a7821a5cb07024bc00d64ece8cc1067,44740.587723591416
0xfe950de30f2a8f9fc3cdfaa50c8e9cc99d8136ec,43164.273
0xe44799ef334df157e0f8e2855e5ebebdbc02b299,40294.37134283
0xc20687cd6fff6bcfe8032fda567c35f55543c2ac,39417.83126505453
0x2345f4e0cdf00d427d773413dd4617d0156c29a9,38072.51218957898
0x2fd8bd701461684957a9d6a9d15f9d5cbf17a58d,32891.9963661137
0x68d36dcbdd7bbf206e27134f28103abe7cf972df,32431.79950466604
0x7e188fce356695d37f67153aec2112d197ef405c,26024.813493559257
0x84f918ba377cbd0385b4ef28f6b2b6d7e9b54a4b,24129.887135520283
0xa5a25adcfd24b980e480f875aa2086571047e14d,23663.103519297965
0x2b70952579298fcaed0f67a6e5107576796330d8,23497.78624642955
0xa018feb6840781436e5440de92f91659bce036b6,22489.0887670909
0x1b32fc9b7fb1d32cb48d93a3ff22b8850acf33b1,21568.55745003075
0x33d66941465ac776c38096cb1bc496c673ae7390,21180.468074805594
0xcf2b7c6bc98bfe0d6138a25a3b6162b51f75e05d,20698.45934395376
0x5f367bf126fda56d88ba88a8978d5496c66b3569,20281.48431278512
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,19917.82196240654
0x5064fcca51e933d4bb45c92e9ab869cd5428d38b,18644.816689930583
0x682c4184286415344a35a0ff6699bb8edabddc17,17967.24363055787
0x1fc9abec21a80eed7fcab4368046414a2ecf45f5,17736.83400999
0xfc3551f3b51f27ca60efb25f45ed95d4e80e7071,17641.038235225118
0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,17414.971551847688
0xaec80b4fbe227198720b1d1b82a12968baa0b144,17006.705024990028
0x217f5f191b79c5f2d536610ee788775d4d881e86,16452.970609597876
0x2ebeb7554d97101ce33f2e7b511b236661848fac,15000.0
0xbe93d14c5defb8f41af8fb092f58e3c71c712b85,14860.139427353086
0x4929f4d38f2955649b5aa34343da04cf790b9d92,14774.782760047818
0x5164cf3b0c8c0fdfe4bcc9cf4f1e8f7e39461a59,14661.3302389265
0xe31b7439693889cae4490eb6e7ca88fb23b1d11b,14477.883242715496
0x76918841298c0eecf0fe9409cdad3000320666ed,13492.842917332691
0xd66164c4b658f3704b5caa67b33f07f3842ee063,13168.535026162115
0x4e224e7e9e6084877856f147ce06a33ccb88eeff,13008.90181692152
0x2245be89fc8fab94ed982e859aa3212a4e4eb7e5,12804.42593296071
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,12480.02655382793
0xf70ef4fc0fecea687083f66ea835932bfde82282,12477.583450074408
0x0ef0c89149152f57d42df5e3aed1b9b8305e7e18,12474.19000082484
0x2145304c34a9837349c3250d9311fc742336b2fe,12346.790460749697
0x953eba01f96a87691a259c82699ad0be913c0dc7,12135.099345083512
0xa824dc3ae402dfd6a5de71c6fc30ff9e00411209,11951.21188479339
0xe4036aca909cd049f9a7b7333961e1c1db7fb35c,11618.74866584682
0xb94bef6f6802eef2b3eed0cc5036828de9269738,11388.22545423038
0xd2d117e6dbbfdd74d6b865ff859a4611bd29f3ed,10707.546434296217
0x025376e7e7f161a198fb5fc90a220a553836d11a,10563.254872370768
0x24dd242c3c4061b1fcaa5119af608b56afbaea95,10409.460698445786
0x63693a8544523d23ae490d88e88baa404c867574,10390.244571087896
0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,10240.480243072798
0xf935861a8b8cc6867eeb463d97b501c69d177092,10127.191871050436
0x180efb3e67f9ac37c95e3bba2fca41b594cba562,10088.606312855682
0x5d544c2329d812b1ea1d3f520c882d69811c7a06,10016.785168501534
0x152ac2bc1821c5c9eca56d1f35d8b0d8b61187f5,10001.799504666033
0x130ffd7485a0459fb34b9adbecf1a6dda4a497d5,10001.0
0x509aaf71f59b61f6e2184f8c2db7da0bacf6d53a,10000.867362080442
0x5347714a92f418b5ce26348b793ebeb5f32d5cd9,10000.0944216485
0x0b411e641a36be7a99f9a86c2fbb8eec3ee560f3,9947.02294461898
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,9907.455025745592
0x98b1522a9b09040fed62dfea83ac2286964e68db,9762.8412689
0xc5fbc6a76a4b462911787529f144561cbcde165a,9645.134566524974
0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28,9639.821033181744
0x220a6cb04d48ca2c33735e94df78c17f8b0f7c9f,9596.166104753189
0x91199826dbc27ae3033357d91b6fd3b7eb4d2149,9566.15991536447
0xde3ba1b41e6c612a3ca3213b84bdaf598dffdb9b,9320.579528339473
0xbf5310fae4d7a0c6df0452bcda09aefa2748ad59,9270.775417430756
0x88620b600aff43f796e7e1ed1335286c29eb37a6,9001.07633253811
0x7dd508a1e4da1243789b799a480f8b45e58b1b5b,8929.459841298427
0x4769c88d0e6e435b23325e87e558c300c7fb6351,8800.000007649258
0x39cc43b3068a208ae87042f927fb53b85586c654,8697.292573618864
0x42add773b02585dbaf024db751d8944618ada20a,8682.045688386424
0x67a16655c1c46f8822726e989751817c49f29054,8578.44072290932
0xec3124f5d4161c3db98cc0c31b3ff5a1e3472a25,8545.540982884851
0xcfcbfe50f8957e500dbc1a877e6596b99d28ddf8,8545.540982884851
0x298afe764ceade43ba80ac4390195e8d9451d6ef,8504.587974932845
0xa0efd27acc781549d5b78e89e561aa0903932d56,8500.0
0x5b4df17ca5a3339d722028a585582693742e5b5a,8396.098775711323
0x5bde5b306c96c899bc870a026de91543ff2359ea,8358.598434603968
0x9e2e00aab67c3a7b827eb3e431c4a6c2077510a6,8356.705024990026
0x98098214ad5b1b08cc9d94e32f056e9a0de18110,8336.723784965618
0x174001088ac628d8b75d9c9cb94b904220bd5b56,8184.941638530258
0xe8a7372c13fdeaa369cb2b6b7470a6d630686f3c,8117.14695233609
0x355382c41debac9ff3161eaa37472e8efeb0db6a,8112.00652877269
0x98ab20307fdaba1ce8b16d69d22461c6dbe85459,8112.00652877269
0xcbb82d22b1624761b62bd807b01b7d491da8b4f5,8061.079659855111
0x3f6364f662b0127a3430bb9a9fc16b602da9a188,8029.507399704906
0xb30dd1198feed1e22ec969f61eed04cb75937adf,8024.142965523259
0xd39ea6043d1fa03f5be2beb2cfe65faa4ef0e595,8000.0
0x57987a50186a9615ba8f7be757c0711942baa60e,7979.588781229405
0x10c7efe8206de20a56c9cb5fed78103a9a927a01,7750.219460517093
0x66fda6b697155fad61694713f4d6b0c02736e2a3,7749.498631369537
0x53df7c1a39248589013c3bda3d0d1cc9fab1651c,7602.998898366997
0x25b65e29930d163e93cb6a6a9d3a37cb58640f06,7585.230379757599
0xdc7aa225964267c7e0efb35f4931426209e90312,7501.402220192433
0x2ea5e9e452f85f55be47504153f25740a5f3d78a,7481.064136588872
0x2afccecb86504de8023def0cac5a7fbc240830bb,7477.66485246904
0x3035a1bbd824041b07f8ab2297a71a81e00127c5,7477.66485246904
0xe626e8ca82603e3b44751f8562b5ed126d345140,7477.66485246904
0xb31abfef6710675de9e17e053c8466ed3497757d,7447.602660884557
0x843f9b7cd5928474b93537cfc0a96690c86ce1d1,7401.23255156056
0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,7381.94273672609
0xd26a0a35321c6793e47eb602f1676c915caf111c,7344.75007641366
0xa7126f204c3dc45ef9f920c72e70c9e5474e6434,7331.1651194665
0x5c5a4ae893c4232a050b01a84e193e107dd80ca2,7331.1651194665
0xfa8343c666c7b4e617e502c7070a31c52d5a46ec,7331.1651194665
0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,7331.1651194665
0x02d92c87d262a55a38a3f19402f2282d024a8b9f,7331.1651194665
0xc5c8eff68183581f8a108ce6414a21a6675a4b79,7331.1651194665
0xcfb464585241eab3ecb392011648a8e829b951ed,7331.1651194665
0x1e39cc29009ed4760c186d8771295c1e224882d4,7331.1651194665
0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,7331.1651194665
0xa198e245bf6929c1a1899e36bf957417143d4f7f,7331.1651194665
0xf81d02a2797afd51c71225b07076f87b29bca025,7331.1651194665
0x0b5dd26f44d36141d97a3bf6841e7ba63c092af9,7331.1651194665
0xdf627f524a24212acb573e8b1ae5f47e6ab83f69,7331.1651194665
0xb327deb67a7725f277bae3c70a50c69255283908,7331.1651194665
0x03ce77d68c5ef952d91ff53c336ffa260f43caa0,7331.1651194665
0x4c55c41bd839b3552fb2abecacfdf4a5d2879cb9,7301.165119466501
0xdbe17ce4f29598d399f4a0e948861506eee90cd2,7301.165119466501
0xdb326c0f5f60ef7940a319e386db26f9e5810656,7261.86736208044
0x6d526f6b4c86fbdc8e359e6bef4cd6a42acea2d7,7235.537703922721
0x8bb647e93587b27422920166d08c640161b6684d,7208.962179724893
0x92b21563f01980f74c6f1fcf438386fb320788b2,7154.26906420616
0x89929f3a56bb489107b73946c60b19f29d823ff7,7130.562264632585
0x9ed5faf2150e1b5c0d21ba2df652de766173ce31,7120.225454230381
0x40f404fe6c091b951576ecc7bcce5ecd56c985f7,7119.247196664197
0x17dfd18987b6b131686fea478600b75d11193335,7072.483814676887
0xa2277f4ae7e6380de426fa334b05d4ceb39f1d47,7012.9217846344845
0xe62e462f310723818196c0e551b747bfa5645624,7007.2747243655385
0x26c0115794352e021053c499539fad1ffba08e24,7000.59449094347
0x211a26a3fc01b01b217b76c391902e42e3e1ee91,7000.560674469039
0x6b190ca03ff9cb582fc80d0fa76069d8768b8b99,7000.536078746721
0x9e7943ceac1f02b00e5f9d6e182f257efaa4653e,6975.676122658596
0x79af508c9698076bc1c2dfa224f7829e9768b11e,6975.44182454232
0x639ade8805c0081ea5da9495bb50751003e827cc,6828.942091539781
