delegate,voting_power
0x406b607644c5d7bfda95963201e45a4c6ab1c159,2184600.415104063
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,2087909.2941540508
0x429f9ada43e9f345cbb85ec88681bb70df808892,1782921.793961201
0xb1ea5a3e5ea7fa1834d48058ecda26d8c59e8251,1355103.696230566
0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,1339528.3435114552
0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,919937.620663181
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,767901.4241312899
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,707445.8103720907
0xa6e8772af29b29b9202a073f8e36f447689beef6,587716.125269899
0x1b686ee8e31c5959d9f5bbd8122a58682788eead,548413.8912823555
0x45a10f35befa4ab841c77860204b133118b7ccae,538633.019765058
0x8f73be66ca8c79382f72139be03746343bf5faa0,490170.40225257096
0x6cea573473348367a5f66e0f261bfa25799e6a60,452068.7324765186
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,404264.7649751148
0x9e5b45e4872de2ee4b6ffbd06b3735501826b032,337015.70626057964
0x9cbe5b896d0c24acf41860b9e3df6750c2040a40,318302.8174088788
0x8f07bc36ff569312fdc41f3867d80bbd2fe94b76,303677.0340377645
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,292828.1992322727
0x4f41877773e44f2275da1942fee898556821bf66,285227.7738153754
0x7ae109a63ff4dc852e063a673b40bed85d22e585,280887.9863061746
0x9e26e1b35164afb1332592af393edf5f2a2c7f51,265561.52999638417
0x13838884271ec954cb036d0b29d404afab5eae2a,238261.40168943047
0xdb5781a835b60110298ff7205d8ef9678ff1f800,227886.4622388325
0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,219776.55865977216
0xdab0d648a2a771e6952916a822dddf738b535f5a,190343.5064929084
0x01e6b50557ef1a2ca58a621998ace3f278e808b8,181797.4800877444
0xb7abf554aefd4686639afcf2a653adfda3d9b038,173360.8700578202
0x62a43123fe71f9764f26554b3f5017627996816a,164670.558904422
0xd23199f1222c418ffc74c385171330b21b16e452,163408.2424677877
0xfc61965861b679c5aa728d41fa6ea0b29544f554,150322.39227861585
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,137338.87699337216
0x7899d9b1181cbb427b0b1be0684c096c260f7474,136481.5277485405
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,132146.204730436
0xed11e5ea95a5a3440fbaadc4cc404c56d0a5bb04,129721.8376379018
0x523d007855b3543797e0d3d462cb44b601274819,129028.50044979024
0x94db037207f6fb697dbd33524aadffd108819dc8,114162.66919896383
0xeef440ea127a0aabf70601c6c68c425c29d02018,112428.92574367212
0x062a07cbf4848fda67292a96a5e02c97e402233f,109088.01511662532
0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a,105696.09301735194
0xb55a948763e0d386b6defcd8070a522216ae42b1,99326.89611703262
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,91779.53949742464
0x0331969e189d63fbc31d771bb04ab44227d748d8,90986.44835072142
0x1372eda77df5a048db8af4db3d8680ff56388824,86337.28013777957
0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c,82804.23186574294
0x3d2d722b443a5cae8e41877bb7cd649f3650937c,78632.85368344335
