delegate,voting_power
0x3eee61b92c36e97be6319bf9096a1ac3c04a1466,11051881.625140889
0x2ac5393d1f4be4ef89b45ee2f93d7f20a5cf6d5a,7026119.519225378
0x06ad892ce23c136bbda3a821570343a2af3e2914,5930914.083906972
0xf11b6a8c3cb8bb7dbc1518a613b10ceb0bbfc06b,5221050.802996244
0x1b686ee8e31c5959d9f5bbd8122a58682788eead,5038802.861129507
0xeff8d84e0fd304550da242040ccd45bd44ce71f1,5004721.339273094
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,3139514.103818747
0x1f4ba000d042ca0045ef094691615f3912debea8,3014258.055767978
0x429f9ada43e9f345cbb85ec88681bb70df808892,2870816.131556765
0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,2592928.8395016924
0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,2335895.17786796
0x7dbfd1c4a9296baab747ef3749928a1d1b04795f,1500004.7273902455
0x4f41877773e44f2275da1942fee898556821bf66,1497125.5571189746
0x7b0befc5b043148cd7bd5cfeeef7bc63d28edec0,1387081.3666933456
0xed11e5ea95a5a3440fbaadc4cc404c56d0a5bb04,1379751.8193243176
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,1344906.8991723277
0x6eda5acaff7f5964e1ecc3fd61c62570c186ca0c,1308013.051220967
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,1204587.95251924
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1147320.441575121
0x94db037207f6fb697dbd33524aadffd108819dc8,1115815.850720299
0xb55a948763e0d386b6defcd8070a522216ae42b1,1097401.2533209797
0x3d2d722b443a5cae8e41877bb7cd649f3650937c,1065214.168350577
0x5c459147312928bd278837ed72a0c31cca0a5244,1063780.0008592478
0xb79294d00848a3a4c00c22d9367f19b4280689d7,1062515.5754403488
0x7575f04a46b6d76142723e765f7546c354773406,1033966.4330331908
0x995013b47ef3a2b07b9e60da6d1fff8fa9c53cf4,1033600.0806344775
0xe93d59cc0bcecfd4ac204827ef67c5266079e2b5,1029979.8917827267
0x406b607644c5d7bfda95963201e45a4c6ab1c159,1025268.5104656094
0x8ccde64d05a7677d80a5960cb75fb8de486cf98d,1024694.1827889674
0x6923e759519ede7e352b1e206519c28046f0a69f,1023015.144762481
0x80fc5137886375e7e5c9fbaaf3f1bfcf86bce482,1022604.6863061172
0x3fb19771947072629c8eee7995a2ef23b72d4c8a,1018716.678557278
0x11cf2f033b079fbb195425bfcb7d5dac4db2d752,1013838.4646487264
0x2deb7c0704f9696c976ed73d449badefab67c399,1002029.4751767116
0x2b7839e74e8a9145e594810508006b3e856088f8,1001374.6052137793
0x20c01bb48784d1973138b6ddb46308c81b6cbe70,1001261.9896784968
0x0f7cf21aca85f8ba65f0b066fa99b251252dcc38,1001235.6711468898
0x395136a88f087a2a013e6621ccfc551e5b9aa552,1000828.3433520972
0xeee5c1edc2b574bcef8dfae98f75fa53b265578c,1000040.855604606
0x75536cf4f01c2bfa528f5c74ddc1232db3af3ee5,924768.935268906
0x46abfe1c972fca43766d6ad70e1c1df72f4bb4d1,775869.6828124832
0x2d7d6ec6198adfd5850d00bd601958f6e316b05e,714546.4613230804
0x585639fbf797c1258eba8875c080eb63c833d252,701654.0339634933
0xdab0d648a2a771e6952916a822dddf738b535f5a,640873.0017905968
0x13debc7a8ef08a97531d0f9a7eabf2b0271c5054,636908.2444998876
0xb1ea5a3e5ea7fa1834d48058ecda26d8c59e8251,634838.712201732
0xa6e8772af29b29b9202a073f8e36f447689beef6,623236.8099165397
0x60ec4fd8069513f738f3a0f41b9e00c294e74bf3,618319.5648413354
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,607924.2550337128
0x45a10f35befa4ab841c77860204b133118b7ccae,605882.5296805844
0x839395e20bbb182fa440d08f850e6c7a8f6f0780,540320.2007095215
0x47433bd1fa422596c6fb364e231a87d55dd48ced,515343.2836994077
0xec9dc12333bef6e095f713557b5281f536c707ae,501579.4400633981
0x37b76f028d424200e5fa3ad67e5fd5ad8a3f1cfe,500026.6474
0x568bf4c456edb0375f78f92f168f4e6712e45538,500004.0829467848
0x6d339d4068be98608d456fb894373921ef40a74c,500002.7355682943
0xda9d43d06ff1028eec4029ed311ac7bbcce71de7,500000.2
0x6e9fffa4f311edf16234e2a5eed9e83048160113,500000.0
0x87262a012d59abbf64ce411677bcc4f4ec68e647,500000.0
0x08760d6e86a9422b2e89f5974d953dab533f1f9b,476251.0759661172
0x8f73be66ca8c79382f72139be03746343bf5faa0,473888.9154364718
0x5f4bcccb5c2cbb01c619f5cfed555466e31679b6,288257.4572163807
0x9e5b45e4872de2ee4b6ffbd06b3735501826b032,282138.9303504597
0x6cea573473348367a5f66e0f261bfa25799e6a60,276575.4549749991
0x5d36a202687fd6bd0f670545334bf0b4827cc1e2,276153.8177750434
0xb933aee47c438f22de0747d57fc239fe37878dd1,265859.1773434408
0x2f30c18491435cb8bf24047d3398167ac327f750,250241.4673994021
0xa6a038419e02a9359bdafdf7fee40671d389263a,250003.6458809108
0xdb5781a835b60110298ff7205d8ef9678ff1f800,229754.66725146925
0x8f07bc36ff569312fdc41f3867d80bbd2fe94b76,219367.52641941595
0x56edf679b0c80d528e17c5ffe514dc9a1b254b9c,215845.11416899733
0x7ae109a63ff4dc852e063a673b40bed85d22e585,213451.85544575867
0xcc878369b26127bd4bc1b0b465bc8be9b92a4c62,207721.8347614593
0xb6b9e9e56ab5a4af927faa802ac93786352f3af9,200400.30170785985
0x8326d18edfc50b4335113c33b25116ec268ff3fe,200181.477879704
0x5a973117dd273676bf4d14313b80562dc8973ba9,200003.25504855896
0xc2490d220419acdced68428ac413c8483d08d1ab,188004.94152275933
0x8f5415415d9200ccd8523f3ee88f96f476141cc3,186610.2376784996
0x7899d9b1181cbb427b0b1be0684c096c260f7474,170783.88572989966
0x9cbe5b896d0c24acf41860b9e3df6750c2040a40,170197.92235238286
0x9dfa9dfd15d2b2fa9717b4fc545c2bb35a29215c,167416.88101367746
0x87feed6162cb7dfe6b62f64366742349bf4d1b05,162004.537390787
0xd23199f1222c418ffc74c385171330b21b16e452,156096.04319703058
0x72cb40a11781ff0149abb55a1adebe2407575030,154433.1992344143
0xdccf2c13052e57c6b0e30ddf676ad4b8996dc412,153480.84959383018
0xb7abf554aefd4686639afcf2a653adfda3d9b038,147408.15416629062
0x03dde7b6c372bc6c748ae1af65497b74a70492fa,145331.84480259105
0x2c6c638b93ba5a11dbd419305f14749fc8aa2b63,139472.5151476334
0x5ee94b80d60880f25048b61588d8cb23c79aa3ae,122282.45390193086
0x1de2a056508e0d0dd88a88f1f5cdf9cfa510795c,121643.2950212115
0xe07e2e9f50a43b437d14fad498eb5e7e8f0de44f,121409.95618247656
0x010dc5440ad49f9ec0dd325b622d9fd225944ee4,121105.73057570148
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,118579.93602438696
0xc841d6ddf66467af551b35218c0c2e22f9c14b48,117195.02628133656
0x4ac799e9b0e252bc45d499857c84809a5a444ae0,115635.90318644958
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,113638.72740356791
0xb074ec6c37659525eef2fb44478077901f878012,112450.86683474413
0x7a45ee0be5c4bdc938a5f00a2aef393f46502d26,112283.66411237948
0x9b7df3a2df61e72df5c4d565a0e017d7c5c6e532,105996.00234481864
0x0331969e189d63fbc31d771bb04ab44227d748d8,104383.75621250388
0xd1c5980984bdbb0061b842fa81b3d38859850c39,103346.96715764442
0x6661db9a250e02444f6f9de670c6d923bcd84cc4,102751.36895356304
0xf070cd4b5ba73a6b6a939dde513f79862bffcd25,98900.68616742767
0x22e2f326fe5a1d07e1214eb1c08346fd816e8375,96216.99877097456
0xf68d2bfcecd7895bba05a7451dd09a1749026454,95956.53959346912
0x62a43123fe71f9764f26554b3f5017627996816a,95851.30035550814
0xe48c655276c23f1534ae2a87a2bf8a8a6585df70,88458.13945582294
0xeef440ea127a0aabf70601c6c68c425c29d02018,88382.7166356496
0xfd947c72f09703210eecbcab9c9206fe5e1bb6e2,87752.43498774202
0x01e6b50557ef1a2ca58a621998ace3f278e808b8,86080.08137629309
0x9d7894ed2ddb65e0ca36fe872cbb57b8e9aaddac,80318.12092055674
0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,79598.30017296536
0x1f3d3a7a9c548be39539b39d7400302753e20591,75000.17982849899
0xbdf2c87b28124ea08ca8e63569f4eec4d7968e18,75000.0
0xc3fdadbae46798cd8762185a09c5b672a7aa36bb,70685.32013109894
0xa6dd761301e576973291b4089a4e502ff67ffaf4,69961.73327974405
0x13838884271ec954cb036d0b29d404afab5eae2a,69718.69815923517
0x178d2181ce6bfa3fe5afde317b533d77410c23be,68175.31335849503
0x062a07cbf4848fda67292a96a5e02c97e402233f,67517.38574513128
0xf5aa6c90a915eec6171ef21e5c115deaec5a057b,66590.09851322
0xf51c53b2c184aa43a7d24aa4f0cf13d0e8b56c51,66336.85027626528
0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,64165.49809417159
0x25cc275cfe3cce1700e816e00d4cd1f60872038a,63654.44240151089
0xdf629daa1e3a099d4c87d7ba855e9561d2300032,62079.85608316492
0x17296956b4e07ff8931e4ff4ea06709fab70b879,61622.09767363672
0x3ae5f83668b75328446c649b6ab342ac46d73b3c,61489.79667946964
0xf0ea58b65c82c48ce69f0abd68d178e7764c4ba2,59145.21475810924
0xf417ace7b13c0ef4fcb5548390a450a4b75d3eb3,57765.64056017271
0x69e271483c38ed4902a55c3ea8aab9e7cc8617e5,57467.53403030297
0x5c04e7808455ee0e22c2773328c151d0dd79dc62,57455.5336136723
0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a,56604.41051820172
0xa3ebc4a674ac613f797b45b4bdc1c1ddab13836a,53398.361698743465
0x054becf10c79afa4e60f75b187837be9fb83867d,52774.33351274776
0x2fd8bd701461684957a9d6a9d15f9d5cbf17a58d,51623.46457702806
0x0263e43c0de253a0fe354b60d35d2855c514a887,51601.64520475832
